City,Country,IATA,Latitude,Longitude
Angouleme,France,ANG,45.72919845581055,0.22145600616931915
Aniak,United States,ANI,61.581600189208984,-159.54299926757812
Antalaha,Madagascar,ANM,-14.99940013885498,50.3202018737793
Antwerp,Belgium,ANR,51.1893997192,4.46027994156
Andahuaylas,Peru,ANS,-13.706399917602539,-73.35040283203125
Antigua,Antigua and Barbuda,ANU,17.1367,-61.792702
Anvik,United States,ANV,62.646702,-160.190994
Andoya,Norway,ANX,69.292503356934,16.144199371338
Eskissehir,Turkey,AOE,39.809898,30.5194
Anshan,China,AOG,41.105301,122.853996
Ancona,Italy,AOI,43.616299,13.3623
Aomori,Japan,AOJ,40.73469924926758,140.6909942626953
Karpathos,Greece,AOK,35.4213981628418,27.145999908447266
Altoona,United States,AOO,40.29639816,-78.31999969
Alor Setar,Malaysia,AOR,6.189670085906982,100.39800262451172
Naples,United States,APF,26.1525993347,-81.7752990723
Nampula,Mozambique,APL,-15.105600357055664,39.28179931640625
Alpena,United States,APN,45.0780983,-83.56030273
Carepa,Colombia,APO,7.81196,-76.7164
Faleolo,Samoa,APW,-13.829999923706055,-172.00799560546875
Araracuara,Brazil,AQA,-21.812000274699997,-48.1329994202
Anqing,China,AQG,30.582199,117.050003
Hafr Al-batin,Saudi Arabia,AQI,28.335199,46.125099
Aqaba,Jordan,AQJ,29.611600875854492,35.01810073852539
Arequipa,Peru,AQP,-16.3411006927,-71.5830993652
Arctic Village,United States,ARC,68.1147,-145.578995
Arkhangelsk,Russian Federation,ARH,64.60030364990234,40.71670150756836
Arica,Chile,ARI,-18.348499,-70.338699
Arusha,Tanzania,ARK,-3.3677899837493896,36.63330078125
Armidale,Australia,ARM,-30.528099060099997,151.617004395
Stockholm,Sweden,ARN,59.651901245117,17.918600082397
Watertown,United States,ART,43.99190139770508,-76.02169799804688
Aracatuba,Brazil,ARU,-21.1413002014,-50.4247016907
Arad,Romania,ARW,46.17660140991211,21.261999130249023
Ashkhabad,Turkmenistan,ASB,37.986801,58.361
Aspen,United States,ASE,39.22320175,-106.8690033
Astrakhan,Russian Federation,ASF,46.2832984924,48.0063018799
Amami,Japan,ASJ,28.430599212646484,129.71299743652344
Asmara,Eritrea,ASM,15.291899681091309,38.910701751708984
Asosa,Ethiopia,ASO,10.018500328063965,34.586299896240234
Alice Springs,Australia,ASP,-23.806699752807617,133.90199279785156
Kayseri,Turkey,ASR,38.770401001,35.4953994751
Asuncion,Paraguay,ASU,-25.239999771118164,-57.52000045776367
Amboseli National Park,Kenya,ASV,-2.645050048828125,37.25310134887695
Aswan,Egypt,ASW,23.9643993378,32.8199996948
Anta,Peru,ATA,-9.347439765930176,-77.59839630126953
Arthur's Town,Bahamas,ATC,24.6294,-75.673797
Atoifi,Solomon Islands,ATD,-8.87333,161.011002
Athens,Greece,ATH,37.9364013672,23.9444999695
Atqasuk,United States,ATK,70.46730041503906,-157.43600463867188
Atlanta,United States,ATL,33.6367,-84.428101
Altamira,Brazil,ATM,-3.2539100646973,-52.254001617432
Amritsar,India,ATQ,31.7096004486,74.7973022461
Appleton,United States,ATW,44.258098602299995,-88.5190963745
Watertown,United States,ATY,44.91400146,-97.15470123
Asyut,Egypt,ATZ,27.0464992523,31.0119991302
Oranjestad,Aruba,AUA,12.5014,-70.015198
Arauca,Colombia,AUC,7.06888,-70.7369
Augusta,United States,AUG,44.320598602299995,-69.7973022461
Abu Dhabi,United Arab Emirates,AUH,24.433000564575195,54.651100158691406
Alakanuk,United States,AUK,62.680042266799994,-164.659927368
Hiva-oa,French Polynesia,AUQ,-9.76879024506,-139.011001587
Aurillac,France,AUR,44.89139938354492,2.4219400882720947
Austin,United States,AUS,30.194499969482422,-97.6698989868164
Aurukun,Australia,AUU,-13.354067,141.72065
Araguaina,Brazil,AUX,-7.22787,-48.240501
Anelghowhat,Vanuatu,AUY,-20.2492008209,169.770996094
Anshun,China,AVA,26.2605555556,105.873333333
Asheville,United States,AVL,35.43619918823242,-82.54180145263672
Avignon,France,AVN,43.90729904174805,4.901830196380615
Scranton,United States,AVP,41.338500976599995,-75.72339630130001
Avalon,Australia,AVV,-38.039398,144.468994
Aniwa,Vanuatu,AWD,-19.2346,169.6009
Ahwaz,Iran,AWZ,31.337400436399996,48.7620010376
The Valley,Anguilla,AXA,18.2048,-63.055099
Alexandroupolis,Greece,AXD,40.855899810791016,25.956300735473633
Ataq,Yemen,AXK,14.551300048828125,46.82619857788086
Armenia,Colombia,AXM,4.45278,-75.7664
Spring Point,Bahamas,AXP,22.441799163800003,-73.97090148930002
Arutua,French Polynesia,AXR,-15.248299598693848,-146.61700439453125
Akita,Japan,AXT,39.6156005859375,140.218994140625
Axum,Ethiopia,AXU,14.14680004119873,38.77280044555664
Ayacucho,Peru,AYP,-13.154800415039062,-74.20439910888672
Uluru,Australia,AYQ,-25.1861,130.975998
Antalya,Turkey,AYT,36.898701,30.800501
Mesa,United States,AZA,33.30780029,-111.6549988
Yazd,Iran,AZD,31.9048995972,54.2765007019
Abu Dhabi,United Arab Emirates,AZI,24.428300857543945,54.458099365234375
Andizhan,Uzbekistan,AZN,40.7276992798,72.2939987183
Kalamazoo,United States,AZO,42.234901428222656,-85.5521011352539
Adrar,Algeria,AZR,27.837600708007812,-0.18641400337219238
Samana,Dominican Republic,AZS,19.2670001984,-69.7419967651
Bahrain,Bahrain,BAH,26.27079963684082,50.63359832763672
Batman,Turkey,BAL,37.929000854499996,41.1166000366
Barranquilla,Colombia,BAQ,10.8896,-74.7808
Baotou,China,BAV,40.560001373291016,109.99700164794922
Barnaul,Russian Federation,BAX,53.363800048828125,83.53849792480469
Baia Mare,Romania,BAY,47.65840148925781,23.469999313354492
Barcelos,Brazil,BAZ,-0.981292,-62.919601
Balmaceda,Chile,BBA,-45.916099548339844,-71.68949890136719
Bhubaneswar,India,BBI,20.244400024399997,85.8178024292
Kasane,Botswana,BBK,-17.83289909362793,25.162399291992188
Bario,Malaysia,BBN,3.7338900566101074,115.47899627685547
Berbera,Somalia,BBO,10.389200210571289,44.94110107421875
Bacolod,Philippines,BCD,10.7764,123.014999
Barcaldine,Australia,BCI,-23.5652999878,145.307006836
Barcelona,Spain,BCN,41.2971,2.07846
Bermuda,Bermuda,BDA,32.36399841308594,-64.67870330810547
Bundaberg,Australia,BDB,-24.903900146499996,152.319000244
Bandar Lengeh,Iran,BDH,26.531999588,54.824798584
Banjarmasin,Indonesia,BDJ,-3.4423599243164062,114.76300048828125
Windsor Locks,United States,BDL,41.9388999939,-72.68319702149999
Bandung,Indonesia,BDO,-6.900629997253418,107.57599639892578
Chandragarhi,Nepal,BDP,26.5708007812,88.07959747310001
Baroda,India,BDQ,22.336201,73.226303
Brindisi,Italy,BDS,40.6576,17.947001
Bardufoss,Norway,BDU,69.055801391602,18.540399551392
Benbecula,United Kingdom,BEB,57.48109817504883,-7.3627800941467285
Belgrade,Serbia,BEG,44.8184013367,20.3090991974
Tanjung Redep-Borneo Island,Indonesia,BEJ,2.1555,117.431999
Belem,Brazil,BEL,-1.3792500495900002,-48.4762992859
Benghazi,Libya,BEN,32.096801757799994,20.2695007324
Brest,France,BES,48.447898864746094,-4.418540000915527
Bethel,United States,BET,60.77980042,-161.8379974
Bedourie,Australia,BEU,-24.346099853515625,139.4600067138672
Beira,Mozambique,BEW,-19.79640007019043,34.90760040283203
Beirut,Lebanon,BEY,33.820899963378906,35.488399505615234
Bradford,United States,BFD,41.8031005859375,-78.64009857177734
Scottsbluff,United States,BFF,41.87400055,-103.5960007
Seattle,United States,BFI,47.529998779296875,-122.302001953125
Bijie,China,BFJ,27.267066,105.472097
Bakersfield,United States,BFL,35.43360138,-119.0569992
Bloemfontein,South Africa,BFN,-29.092699050900002,26.302400589
Belfast,United Kingdom,BFS,54.6575012207,-6.2158298492399995
Buri Ram,Thailand,BFV,15.229499816894531,103.25299835205078
Bucaramanga,Colombia,BGA,7.1265,-73.1848
Bangui,Central African Republic,BGF,4.39847993850708,18.518800735473633
Bingol,Turkey,BGG,38.8592605591,40.5959625244
Bridgetown,Barbados,BGI,13.0746002197,-59.4925003052
Binghamton,United States,BGM,42.20869827,-75.97979736
Bergen,Norway,BGO,60.29339981,5.218140125
Bangor,United States,BGR,44.80739974975586,-68.8281021118164
Baghdad,Iraq,BGW,33.262500762900004,44.2346000671
Bergamo,Italy,BGY,45.673901,9.70417
Bar Harbor,United States,BHB,44.45000076,-68.3615036
Belfast,United Kingdom,BHD,54.618099212646484,-5.872499942779541
Woodbourne,New Zealand,BHE,-41.5182991027832,173.8699951171875
Bisha,Saudi Arabia,BHH,19.984399795532227,42.62089920043945
Bahia Blanca,Argentina,BHI,-38.725,-62.1693
Bhuj,India,BHJ,23.2877998352,69.6701965332
Bukhara,Uzbekistan,BHK,39.775001525878906,64.4832992553711
Birmingham,United States,BHM,33.56290054,-86.75350189
Bhopal,India,BHO,23.2875003815,77.3374023438
Broken Hill,Australia,BHQ,-32.0013999939,141.472000122
Bharatpur,Nepal,BHR,27.678101,84.429398
Bathurst,Australia,BHS,-33.4094009399,149.651992798
Bhaunagar,India,BHU,21.752199173,72.1852035522
Bahawalpur,Pakistan,BHV,29.348100662231445,71.71800231933594
Birmingham,United Kingdom,BHX,52.453899383499994,-1.74802994728
Beihai,China,BHY,21.5394,109.293999
Bastia,France,BIA,42.55270004272461,9.48373031616211
Biak,Indonesia,BIK,-1.190019965171814,136.10800170898438
Billings,United States,BIL,45.807701110839844,-108.54299926757812
Alice Town,Bahamas,BIM,25.6998996735,-79.2647018433
Bilbao,Spain,BIO,43.30110168457031,-2.9106099605560303
Biarritz-bayonne,France,BIQ,43.4683333,-1.5311111
Biratnagar,Nepal,BIR,26.48150062561035,87.26399993896484
Bismarck,United States,BIS,46.772701263427734,-100.74600219726562
Bejaja,Algeria,BJA,36.7120018005,5.0699200630200005
Bojnourd,Iran,BJB,37.49300003051758,57.30820083618164
Batsfjord,Norway,BJF,70.60050201416,29.691400527954
Bemidji,United States,BJI,47.50939941,-94.93370056
Banjul,Gambia,BJL,13.338000297546387,-16.65220069885254
Bujumbura,Burundi,BJM,-3.3240199089050293,29.318500518798828
Bahar Dar,Ethiopia,BJR,11.608099937438965,37.32160186767578
Bodrum,Turkey,BJV,37.25059890749999,27.6643009186
Del Bajio,Mexico,BJX,20.9935,-101.481003
Badajoz,Spain,BJZ,38.891300201416016,-6.8213300704956055
Buckland,United States,BKC,65.9815979004,-161.149002075
Branson,United States,BKG,36.532082,-93.200544
Kota Kinabalu,Malaysia,BKI,5.9372100830078125,116.0510025024414
Bangkok,Thailand,BKK,13.681099891662598,100.74700164794922
Bakalalan,Malaysia,BKM,3.9739999771118164,115.61799621582031
Bamako,Mali,BKO,12.5335,-7.94994
Blackall,Australia,BKQ,-24.427799224900003,145.429000854
Bengkulu,Indonesia,BKS,-3.8637,102.338997
Beckley,United States,BKW,37.787300109899995,-81.1241989136
Bukavu/kavumu,Congo (Kinshasa),BKY,-2.3089799880981445,28.808799743652344
Bukoba,Tanzania,BKZ,-1.332,31.8212
Barcelona,Venezuela,BLA,10.111111,-64.692222
Borlange,Sweden,BLE,60.422000885009766,15.515199661254883
Bellingham,United States,BLI,48.79280090332031,-122.53800201416016
Batna,Algeria,BLJ,35.752101898199996,6.308589935300001
Blackpool,United Kingdom,BLK,53.77170181274414,-3.0286099910736084
Billund,Denmark,BLL,55.7402992249,9.15178012848
Bologna,Italy,BLQ,44.5354,11.2887
Bangalore,India,BLR,13.1979,77.706299
Belleville,United States,BLV,38.5452,-89.835197
Blantyre,Malawi,BLZ,-15.679100036621094,34.9739990234375
Stockholm,Sweden,BMA,59.354400634765625,17.941699981689453
Broome,Australia,BME,-17.944700241088867,122.23200225830078
Bloomington,United States,BMI,40.47710037,-88.91590118
Bima,Indonesia,BMU,-8.5396499633789,118.68699645996
Buonmethuot,Vietnam,BMV,12.668299675,108.120002747
Bordj Badji Mokhtar,Algeria,BMW,21.375,0.923888981342
Waala,New Caledonia,BMY,-19.720600128173828,163.66099548339844
Nashville,United States,BNA,36.1245002746582,-86.6781997680664
Boende,Congo (Kinshasa),BNB,-0.21699999272823334,20.850000381469727
Beni,Congo (Kinshasa),BNC,0.575,29.4739
Bandar Abbas,Iran,BND,27.218299865722656,56.37779998779297
Brisbane,Australia,BNE,-27.384199142456055,153.11700439453125
Benin,Nigeria,BNI,6.316979885101318,5.5995001792907715
Ballina Byron Bay,Australia,BNK,-28.8339004517,153.56199646
Bronnoysund,Norway,BNN,65.461097717285,12.217499732971
Barinas,Venezuela,BNS,8.615,-70.21416667
Banja Luka,Bosnia and Herzegovina,BNX,44.94139862060547,17.297500610351562
Bora Bora,French Polynesia,BOB,-16.444400787353516,-151.75100708007812
Bocas Del Toro,Panama,BOC,9.340849876403809,-82.25080108642578
Bordeaux,France,BOD,44.828300476100004,-0.715556025505
Bogota,Colombia,BOG,4.70159,-74.1469
Bournemouth,United Kingdom,BOH,50.779998779296875,-1.8424999713897705
Boise,United States,BOI,43.5644,-116.223
Bourgas,Bulgaria,BOJ,42.56959915161133,27.515199661254883
Mumbai,India,BOM,19.0886993408,72.8678970337
Kralendijk,Netherlands Antilles,BON,12.130999565124512,-68.26850128173828
Bodo,Norway,BOO,67.26920318603516,14.365300178527832
Boston,United States,BOS,42.36429977,-71.00520325
Bobo-dioulasso,Burkina Faso,BOY,11.160099983215332,-4.33096981048584
Bole,China,BPL,44.895,82.3
Balikpapan,Indonesia,BPN,-1.26827001572,116.893997192
Porto Seguro,Brazil,BPS,-16.438601,-39.080898
Beaumont,United States,BPT,29.9507999420166,-94.02069854736328
Bangda,China,BPX,30.553600311279297,97.1082992553711
Brusselton,Australia,BQB,-33.6884231567,115.401596069
Brunswick,United States,BQK,31.258800506591797,-81.46649932861328
Boulia,Australia,BQL,-22.913299560546875,139.89999389648438
Aguadilla,Puerto Rico,BQN,18.49489974975586,-67.12940216064453
Blagoveschensk,Russian Federation,BQS,50.42539978027344,127.41200256347656
Barreiras,Brazil,BRA,-12.078900337219238,-45.00899887084961
San Carlos De Bariloche,Argentina,BRC,-41.151199,-71.157501
Brainerd,United States,BRD,46.39830017,-94.13809967
Bremen,Germany,BRE,53.0475006104,8.78666973114
Bari,Italy,BRI,41.138901,16.760599
Burlington,United States,BRL,40.783199310302734,-91.12550354003906
Barquisimeto,Venezuela,BRM,10.042746543884277,-69.3586196899414
Bern,Switzerland,BRN,46.914100647,7.497149944309999
Brownsville,United States,BRO,25.90679931640625,-97.4259033203125
Brno,Czech Republic,BRQ,49.15129852294922,16.694400787353516
Barra,United Kingdom,BRR,57.0228,-7.44306
Bristol,United Kingdom,BRS,51.382702,-2.71909
Brussels,Belgium,BRU,50.901401519800004,4.48443984985
Barrow,United States,BRW,71.285402,-156.766008
Bosaso,Somalia,BSA,11.275300025939941,49.14939880371094
Brasilia,Brazil,BSB,-15.86916732788086,-47.920833587646484
Bahia Solano,Colombia,BSC,6.20292,-77.3947
Baoshan,China,BSD,25.053301,99.168297
Bata,Equatorial Guinea,BSG,1.9054700136184692,9.805680274963379
Biskra,Algeria,BSK,34.793300628699996,5.73823022842
Mulhouse,France,BSL,47.59,7.5291667
Basco,Philippines,BSO,20.4513,121.980003
Basrah,Iraq,BSR,30.549100875854492,47.66210174560547
Batticaloa,Sri Lanka,BTC,7.70576,81.678802
Batam,Indonesia,BTH,1.12102997303,104.119003296
Barter Island,United States,BTI,70.1340026855,-143.582000732
Banda Aceh,Indonesia,BTJ,5.522872024010001,95.42063713070002
Bratsk,Russian Federation,BTK,56.370601654052734,101.697998046875
Butte,United States,BTM,45.95479965209961,-112.49700164794922
Baton Rouge,United States,BTR,30.533199,-91.149597
Bratislava,Slovakia,BTS,48.17020034790039,17.21269989013672
Bettles,United States,BTT,66.91390228,-151.529007
Bintulu,Malaysia,BTU,3.12385010719,113.019996643
Burlington,United States,BTV,44.471900939899996,-73.15329742429999
Buka Island,Papua New Guinea,BUA,-5.4223198890686035,154.67300415039062
Burketown,Australia,BUC,-17.748600006103516,139.53399658203125
Budapest,Hungary,BUD,47.42976,19.261093
Buffalo,United States,BUF,42.94049835,-78.73220062
Bulolo,Papua New Guinea,BUL,-7.216286671410001,146.649541855
Buenaventura,Colombia,BUN,3.81963,-76.9898
Bulawayo,Zimbabwe,BUQ,-20.017401,28.617901
Burbank,United States,BUR,34.20069885253906,-118.35900115966797
Batumi,Georgia,BUS,41.6102981567,41.5997009277
Bau-Bau,Indonesia,BUW,-5.486879825592041,122.56900024414062
Bunia,Congo (Kinshasa),BUX,1.5657199621200562,30.220800399780273
Bushehr,Iran,BUZ,28.9447994232,50.8345985413
Beauvais,France,BVA,49.45439910888672,2.1127800941467285
Boa Vista,Brazil,BVB,2.84138894081,-60.6922225952
Boa Vista,Cape Verde,BVC,16.136499404907227,-22.888900756835938
Brive,France,BVE,45.039722,1.485556
Berlevag,Norway,BVG,70.871399,29.034201
Vilhena,Brazil,BVH,-12.694399833679,-60.098300933838
Birdsville,Australia,BVI,-25.897499084472656,139.34800720214844
Bhairawa,Nepal,BWA,27.505685,83.416293
Baltimore,United States,BWI,39.1754,-76.668297
Brac,Croatia,BWK,43.285701751708984,16.67970085144043
Bandar Seri Begawan,Brunei,BWN,4.944200038909912,114.9280014038086
Burnie,Australia,BWT,-40.9989013671875,145.7310028076172
Babo,Indonesia,BXB,-2.5322399139404297,133.43899536132812
Bam,Iran,BXR,29.084199905395508,58.45000076293945
Butuan,Philippines,BXU,8.9515,125.4788
Yacuiba,Bolivia,BYC,-21.960899353027344,-63.65169906616211
Bayankhongor,Mongolia,BYN,46.163299560546875,100.7040023803711
Bointo,Brazil,BYO,-21.247299,-56.452499
Belize City,Belize,BZE,17.539100646972656,-88.30819702148438
Bydgoszcz,Poland,BZG,53.096801757799994,17.9776992798
Barisal,Bangladesh,BZL,22.801000595092773,90.30120086669922
Bozeman,United States,BZN,45.77750015,-111.1529999
Bolzano,Italy,BZO,46.460201,11.3264
Beziers,France,BZR,43.32350158691406,3.3538999557495117
Brazzaville,Congo (Brazzaville),BZV,-4.251699924468994,15.253000259399414
Cabinda,Angola,CAB,-5.59699010848999,12.188400268554688
Cascavel,Brazil,CAC,-25.0002994537,-53.500801086399996
Columbia,United States,CAE,33.93880081176758,-81.11949920654297
Cagliari,Italy,CAG,39.251499,9.05428
Ca Mau,Vietnam,CAH,9.177667,105.177778
Cairo,Egypt,CAI,30.12190055847168,31.40559959411621
Canaima,Venezuela,CAJ,6.231988906860352,-62.85443115234375
Akron,United States,CAK,40.916099548339844,-81.44219970703125
Campbeltown,United Kingdom,CAL,55.437198638916016,-5.686389923095703
Guangzhou,China,CAN,23.39240074157715,113.29900360107422
Cap Haitien,Haiti,CAP,19.733,-72.194702
Campos,Brazil,CAW,-21.698299408,-41.301700592
Cayenne,French Guiana,CAY,4.819809913639999,-52.360401153599994
Cochabamba,Bolivia,CBB,-17.421100616455078,-66.1771011352539
Béchar,Algeria,CBH,31.645700454711914,-2.269860029220581
Cotabato,Philippines,CBO,7.1652398109436035,124.20999908447266
Calabar,Nigeria,CBQ,4.976019859313965,8.347200393676758
Canberra,Australia,CBR,-35.30690002441406,149.19500732421875
Catumbela,Angola,CBT,-12.4792,13.4869
Cunagua,Cuba,CCC,22.461000442499998,-78.32839965820001
Carcassonne,France,CCF,43.215999603271484,2.3063199520111084
Calicut,India,CCJ,11.1367998123,75.95529937740001
Cocos Keeling Island,Cocos (Keeling) Islands,CCK,-12.1883001328,96.8339004517
Criciuma,Brazil,CCM,-28.7244434357,-49.4213905334
Concepcion,Chile,CCP,-36.772701,-73.063103
Caracas,Venezuela,CCS,10.601194,-66.991222
Kolkata,India,CCU,22.654699325561523,88.44670104980469
Craig Cove,Vanuatu,CCV,-16.264999,167.923996
Cold Bay,United States,CDB,55.20610046386719,-162.72500610351562
Cedar City,United States,CDC,37.70100021362305,-113.0989990234375
Paris,France,CDG,49.012798,2.55
Chadron,United States,CDR,42.837600708,-103.095001221
Cordova,United States,CDV,60.4917984,-145.4779968
Cebu,Philippines,CEB,10.307499885559,123.97899627686
Crescent City,United States,CEC,41.78020096,-124.2369995
Ceduna,Australia,CED,-32.13059997558594,133.7100067138672
Cherepovets,Russian Federation,CEE,59.273601532,38.015800476100004
Hawarden,United Kingdom,CEG,53.1781005859375,-2.9777801036834717
Chiang Rai,Thailand,CEI,19.952299118,99.88289642330001
Chelyabinsk,Russian Federation,CEK,55.305801,61.5033
Central,United States,CEM,65.57379913,-144.7830048
Ciudad Obregon,Mexico,CEN,27.39259910583496,-109.83300018310547
Cortez,United States,CEZ,37.3030014038,-108.627998352
Cabo Frio,Brazil,CFB,-22.921699523900003,-42.074298858599995
Cacador,Brazil,CFC,-26.78840065,-50.9398002625
Clermont-Ferrand,France,CFE,45.7867012024,3.1691699028
Ech-cheliff,Algeria,CFK,36.2126998901,1.33176994324
Dongloe,Ireland,CFN,55.0442008972168,-8.340999603271484
Caen,France,CFR,49.173301696777344,-0.44999998807907104
Coff's Harbour,Australia,CFS,-30.3206005096,153.115997314
Kerkyra/corfu,Greece,CFU,39.601898193359375,19.911699295043945
Cuiaba,Brazil,CGB,-15.6528997421,-56.1166992188
Changde,China,CGD,28.9188995361,111.63999939
Sao Paulo,Brazil,CGH,-23.626110076904297,-46.65638732910156
Cape Girardeau,United States,CGI,37.22529983520508,-89.57080078125
Jakarta,Indonesia,CGK,-6.1255698204,106.65599823
